Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TS_VETXML_REST,,,2018-09-21 11:05:17,2018-09-21 11:05:25,"8,373s",FAILED
,,,,,,
"Test Cases/VETXML_Rest/TC/1.VETXML - Solitud de consulta de un TEST de un paciente (VS2, VSPRO, HM5)",,,2018-09-21 11:05:18,2018-09-21 11:05:22,"4,394s",FAILED
Start listener action : sampleBeforeTestCase,,,2018-09-21 11:05:18,2018-09-21 11:05:18,"0,017s",PASSED
callTestCase,,,2018-09-21 11:05:18,2018-09-21 11:05:20,"1,872s",FAILED
Start listener action : sampleAfterTestCase,,,2018-09-21 11:05:20,2018-09-21 11:05:20,"0,035s",PASSED
,,,,,,
Test Cases/VETXML_Rest/TC/2.FUSE Webapp - Verificar el estado,,,2018-09-21 11:05:22,2018-09-21 11:05:25,"3,420s",PASSED
Start listener action : sampleBeforeTestCase,,,2018-09-21 11:05:22,2018-09-21 11:05:22,"0,068s",PASSED
callTestCase,,,2018-09-21 11:05:22,2018-09-21 11:05:23,"1,117s",PASSED
Start listener action : sampleAfterTestCase,,,2018-09-21 11:05:23,2018-09-21 11:05:23,"0,014s",PASSED
