Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TS_VETXML_REST,,,2018-09-21 11:05:34,2018-09-21 11:05:43,"9,234s",PASSED
,,,,,,
"Test Cases/VETXML_Rest/TC/1.VETXML - Solitud de consulta de un TEST de un paciente (VS2, VSPRO, HM5)",,,2018-09-21 11:05:34,2018-09-21 11:05:40,"5,358s",PASSED
Start listener action : sampleBeforeTestCase,,,2018-09-21 11:05:34,2018-09-21 11:05:34,"0,018s",PASSED
callTestCase,,,2018-09-21 11:05:35,2018-09-21 11:05:37,"2,851s",PASSED
Start listener action : sampleAfterTestCase,,,2018-09-21 11:05:37,2018-09-21 11:05:37,"0,036s",PASSED
,,,,,,
Test Cases/VETXML_Rest/TC/2.FUSE Webapp - Verificar el estado,,,2018-09-21 11:05:40,2018-09-21 11:05:43,"3,351s",PASSED
Start listener action : sampleBeforeTestCase,,,2018-09-21 11:05:40,2018-09-21 11:05:40,"0,016s",PASSED
callTestCase,,,2018-09-21 11:05:40,2018-09-21 11:05:41,"1,135s",PASSED
Start listener action : sampleAfterTestCase,,,2018-09-21 11:05:41,2018-09-21 11:05:41,"0,019s",PASSED
